soc_id	var_id	code	title	category	pref_name_for_society	Lat	Long	region
SCCS140	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Gros Ventre	48.0	-108.0	North America
SCCS140	SCCS69	3.0	Marital Residence	Settlement, Community	Gros Ventre	48.0	-108.0	North America
SCCS140	SCCS826	26.0	Average Female Contribution to Subsistence	Gender, Data Quality	Gros Ventre	48.0	-108.0	North America
SCCS141	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Hidatsa	47.0	-101.0	North America
SCCS141	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Hidatsa	47.0	-101.0	North America
SCCS141	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Hidatsa	47.0	-101.0	North America
SCCS141	SCCS69	1.0	Marital Residence	Settlement, Community	Hidatsa	47.0	-101.0	North America
SCCS141	SCCS826	79.0	Average Female Contribution to Subsistence	Gender, Data Quality	Hidatsa	47.0	-101.0	North America
SCCS142	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Pawnee	42.0	-100.0	North America
SCCS142	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Pawnee	42.0	-100.0	North America
SCCS142	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Pawnee	42.0	-100.0	North America
SCCS142	SCCS69	1.0	Marital Residence	Settlement, Community	Pawnee	42.0	-100.0	North America
SCCS142	SCCS826	42.0	Average Female Contribution to Subsistence	Gender, Data Quality	Pawnee	42.0	-100.0	North America
SCCS143	SCCS3	4.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Omaha	41.43	-96.5	North America
SCCS143	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Omaha	41.43	-96.5	North America
SCCS143	SCCS64	3.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Omaha	41.43	-96.5	North America
SCCS143	SCCS69	4.0	Marital Residence	Settlement, Community	Omaha	41.43	-96.5	North America
SCCS143	SCCS826	34.0	Average Female Contribution to Subsistence	Gender, Data Quality	Omaha	41.43	-96.5	North America
SCCS144	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Huron	44.5	-79.0	North America
SCCS144	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Huron	44.5	-79.0	North America
SCCS144	SCCS64	5.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Huron	44.5	-79.0	North America
SCCS144	SCCS69	1.0	Marital Residence	Settlement, Community	Huron	44.5	-79.0	North America
SCCS144	SCCS826	46.0	Average Female Contribution to Subsistence	Gender, Data Quality	Huron	44.5	-79.0	North America
SCCS145	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Muscogee	32.93	-86.0	North America
SCCS145	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Muscogee	32.93	-86.0	North America
SCCS145	SCCS64	3.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Muscogee	32.93	-86.0	North America
SCCS145	SCCS69	1.0	Marital Residence	Settlement, Community	Muscogee	32.93	-86.0	North America
SCCS145	SCCS826	33.0	Average Female Contribution to Subsistence	Gender, Data Quality	Muscogee	32.93	-86.0	North America
SCCS146	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Natchez	31.5	-91.42	North America
SCCS146	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Natchez	31.5	-91.42	North America
SCCS146	SCCS64	4.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Natchez	31.5	-91.42	North America
SCCS146	SCCS69	3.0	Marital Residence	Settlement, Community	Natchez	31.5	-91.42	North America
SCCS146	SCCS826	24.0	Average Female Contribution to Subsistence	Gender, Data Quality	Natchez	31.5	-91.42	North America
SCCS147	SCCS3	1.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Comanche	34.0	-101.5	North America
SCCS147	SCCS588	2.0	Community-wide Exclusively Female Work Groups	Gender	Comanche	34.0	-101.5	North America
SCCS147	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Comanche	34.0	-101.5	North America
SCCS147	SCCS69	3.0	Marital Residence	Settlement, Community	Comanche	34.0	-101.5	North America
SCCS147	SCCS826	16.0	Average Female Contribution to Subsistence	Gender, Data Quality	Comanche	34.0	-101.5	North America
SCCS148	SCCS3	3.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Chiricahua	32.0	-109.5	North America
SCCS148	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Chiricahua	32.0	-109.5	North America
SCCS148	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Chiricahua	32.0	-109.5	North America
SCCS148	SCCS69	1.0	Marital Residence	Settlement, Community	Chiricahua	32.0	-109.5	North America
SCCS148	SCCS826	55.0	Average Female Contribution to Subsistence	Gender, Data Quality	Chiricahua	32.0	-109.5	North America
SCCS149	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Zuni	35.67	-108.75	North America
SCCS149	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Zuni	35.67	-108.75	North America
SCCS149	SCCS64	3.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Zuni	35.67	-108.75	North America
SCCS149	SCCS69	1.0	Marital Residence	Settlement, Community	Zuni	35.67	-108.75	North America
SCCS149	SCCS826	21.0	Average Female Contribution to Subsistence	Gender, Data Quality	Zuni	35.67	-108.75	North America
SCCS15	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Banen	4.67	10.8	Africa
SCCS15	SCCS588	2.0	Community-wide Exclusively Female Work Groups	Gender	Banen	4.67	10.8	Africa
SCCS15	SCCS64	4.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Banen	4.67	10.8	Africa
SCCS15	SCCS69	3.0	Marital Residence	Settlement, Community	Banen	4.67	10.8	Africa
SCCS15	SCCS826	70.0	Average Female Contribution to Subsistence	Gender, Data Quality	Banen	4.67	10.8	Africa
SCCS150	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Havasupai	35.83	-112.17	North America
SCCS150	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Havasupai	35.83	-112.17	North America
SCCS150	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Havasupai	35.83	-112.17	North America
SCCS150	SCCS69	3.0	Marital Residence	Settlement, Community	Havasupai	35.83	-112.17	North America
SCCS150	SCCS826	33.0	Average Female Contribution to Subsistence	Gender, Data Quality	Havasupai	35.83	-112.17	North America
SCCS151	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Tohono O'odham	32.0	-112.0	North America
SCCS151	SCCS588	2.0	Community-wide Exclusively Female Work Groups	Gender	Tohono O'odham	32.0	-112.0	North America
SCCS151	SCCS64	5.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Tohono O'odham	32.0	-112.0	North America
SCCS151	SCCS69	3.0	Marital Residence	Settlement, Community	Tohono O'odham	32.0	-112.0	North America
SCCS151	SCCS826	38.0	Average Female Contribution to Subsistence	Gender, Data Quality	Tohono O'odham	32.0	-112.0	North America
SCCS152	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Huichol	22.0	-105.0	North America
SCCS152	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Huichol	22.0	-105.0	North America
SCCS152	SCCS64	3.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Huichol	22.0	-105.0	North America
SCCS152	SCCS69	4.0	Marital Residence	Settlement, Community	Huichol	22.0	-105.0	North America
SCCS152	SCCS826	31.0	Average Female Contribution to Subsistence	Gender, Data Quality	Huichol	22.0	-105.0	North America
SCCS153	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Aztec	19.0	-99.17	North America
SCCS153	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Aztec	19.0	-99.17	North America
SCCS153	SCCS64	7.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Aztec	19.0	-99.17	North America
SCCS153	SCCS69	3.0	Marital Residence	Settlement, Community	Aztec	19.0	-99.17	North America
SCCS153	SCCS826	35.0	Average Female Contribution to Subsistence	Gender, Data Quality	Aztec	19.0	-99.17	North America
SCCS154	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Sierra Popoluca	18.25	-94.83	North America
SCCS154	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Sierra Popoluca	18.25	-94.83	North America
SCCS154	SCCS64	5.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Sierra Popoluca	18.25	-94.83	North America
SCCS154	SCCS69	3.0	Marital Residence	Settlement, Community	Sierra Popoluca	18.25	-94.83	North America
SCCS154	SCCS826	33.0	Average Female Contribution to Subsistence	Gender, Data Quality	Sierra Popoluca	18.25	-94.83	North America
SCCS155	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	K'iche'	15.0	-91.0	South America
SCCS155	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	K'iche'	15.0	-91.0	South America
SCCS155	SCCS64	5.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	K'iche'	15.0	-91.0	South America
SCCS155	SCCS69	3.0	Marital Residence	Settlement, Community	K'iche'	15.0	-91.0	South America
SCCS155	SCCS826	3.0	Average Female Contribution to Subsistence	Gender, Data Quality	K'iche'	15.0	-91.0	South America
SCCS156	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Miskito	15.16	-84.29	South America
SCCS156	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Miskito	15.16	-84.29	South America
SCCS156	SCCS64	4.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Miskito	15.16	-84.29	South America
SCCS156	SCCS69	1.0	Marital Residence	Settlement, Community	Miskito	15.16	-84.29	South America
SCCS156	SCCS826	43.0	Average Female Contribution to Subsistence	Gender, Data Quality	Miskito	15.16	-84.29	South America
SCCS157	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Bribri	9.0	-83.25	South America
SCCS157	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Bribri	9.0	-83.25	South America
SCCS157	SCCS64		Population Density (from Murdock and Wilson Data)	Settlement, Community	Bribri	9.0	-83.25	South America
SCCS157	SCCS69	1.0	Marital Residence	Settlement, Community	Bribri	9.0	-83.25	South America
SCCS157	SCCS826	4.0	Average Female Contribution to Subsistence	Gender, Data Quality	Bribri	9.0	-83.25	South America
SCCS158	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Guna	9.25	-78.5	South America
SCCS158	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Guna	9.25	-78.5	South America
SCCS158	SCCS64	5.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Guna	9.25	-78.5	South America
SCCS158	SCCS69	1.0	Marital Residence	Settlement, Community	Guna	9.25	-78.5	South America
SCCS158	SCCS826	13.0	Average Female Contribution to Subsistence	Gender, Data Quality	Guna	9.25	-78.5	South America
SCCS159	SCCS3	3.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Wayuu	11.92	-71.75	South America
SCCS159	SCCS588	2.0	Community-wide Exclusively Female Work Groups	Gender	Wayuu	11.92	-71.75	South America
SCCS159	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Wayuu	11.92	-71.75	South America
SCCS159	SCCS69	1.0	Marital Residence	Settlement, Community	Wayuu	11.92	-71.75	South America
SCCS159	SCCS826	31.0	Average Female Contribution to Subsistence	Gender, Data Quality	Wayuu	11.92	-71.75	South America
SCCS16	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Tiv	7.25	9.0	Africa
SCCS16	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Tiv	7.25	9.0	Africa
SCCS16	SCCS64	5.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Tiv	7.25	9.0	Africa
SCCS16	SCCS69	3.0	Marital Residence	Settlement, Community	Tiv	7.25	9.0	Africa
SCCS16	SCCS826	54.0	Average Female Contribution to Subsistence	Gender, Data Quality	Tiv	7.25	9.0	Africa
SCCS160	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Haitians	18.83	-72.17	South America
SCCS160	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Haitians	18.83	-72.17	South America
SCCS160	SCCS64	6.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Haitians	18.83	-72.17	South America
SCCS160	SCCS69	3.0	Marital Residence	Settlement, Community	Haitians	18.83	-72.17	South America
SCCS160	SCCS826	14.0	Average Female Contribution to Subsistence	Gender, Data Quality	Haitians	18.83	-72.17	South America
SCCS161	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Callinago	15.41	-61.27	South America
SCCS161	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Callinago	15.41	-61.27	South America
SCCS161	SCCS64	4.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Callinago	15.41	-61.27	South America
SCCS161	SCCS69	1.0	Marital Residence	Settlement, Community	Callinago	15.41	-61.27	South America
SCCS161	SCCS826	35.0	Average Female Contribution to Subsistence	Gender, Data Quality	Callinago	15.41	-61.27	South America
SCCS162	SCCS3	3.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Warao	9.08	-62.0	South America
SCCS162	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Warao	9.08	-62.0	South America
SCCS162	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Warao	9.08	-62.0	South America
SCCS162	SCCS69	1.0	Marital Residence	Settlement, Community	Warao	9.08	-62.0	South America
SCCS162	SCCS826	16.0	Average Female Contribution to Subsistence	Gender, Data Quality	Warao	9.08	-62.0	South America
SCCS163	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Yanomami	2.42	-65.0	South America
SCCS163	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Yanomami	2.42	-65.0	South America
SCCS163	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Yanomami	2.42	-65.0	South America
SCCS163	SCCS69	3.0	Marital Residence	Settlement, Community	Yanomami	2.42	-65.0	South America
SCCS163	SCCS826	20.0	Average Female Contribution to Subsistence	Gender, Data Quality	Yanomami	2.42	-65.0	South America
SCCS164	SCCS3	4.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Barama River Carib	7.42	-60.17	South America
SCCS164	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Barama River Carib	7.42	-60.17	South America
SCCS164	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Barama River Carib	7.42	-60.17	South America
SCCS164	SCCS69	5.0	Marital Residence	Settlement, Community	Barama River Carib	7.42	-60.17	South America
SCCS164	SCCS826	16.0	Average Female Contribution to Subsistence	Gender, Data Quality	Barama River Carib	7.42	-60.17	South America
SCCS165	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Saramaccan 	3.5	-55.75	South America
SCCS165	SCCS588	2.0	Community-wide Exclusively Female Work Groups	Gender	Saramaccan 	3.5	-55.75	South America
SCCS165	SCCS64	4.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Saramaccan 	3.5	-55.75	South America
SCCS165	SCCS69	2.0	Marital Residence	Settlement, Community	Saramaccan 	3.5	-55.75	South America
SCCS165	SCCS826	37.0	Average Female Contribution to Subsistence	Gender, Data Quality	Saramaccan 	3.5	-55.75	South America
SCCS166	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Munduruku	-6.5	-56.5	South America
SCCS166	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Munduruku	-6.5	-56.5	South America
SCCS166	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Munduruku	-6.5	-56.5	South America
SCCS166	SCCS69	1.0	Marital Residence	Settlement, Community	Munduruku	-6.5	-56.5	South America
SCCS166	SCCS826	27.0	Average Female Contribution to Subsistence	Gender, Data Quality	Munduruku	-6.5	-56.5	South America
SCCS167	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Cubeo	1.25	-70.5	South America
SCCS167	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Cubeo	1.25	-70.5	South America
SCCS167	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Cubeo	1.25	-70.5	South America
SCCS167	SCCS69	3.0	Marital Residence	Settlement, Community	Cubeo	1.25	-70.5	South America
SCCS167	SCCS826	34.0	Average Female Contribution to Subsistence	Gender, Data Quality	Cubeo	1.25	-70.5	South America
SCCS168	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Chachi	1.0	-79.0	South America
SCCS168	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Chachi	1.0	-79.0	South America
SCCS168	SCCS64	3.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Chachi	1.0	-79.0	South America
SCCS168	SCCS69	4.0	Marital Residence	Settlement, Community	Chachi	1.0	-79.0	South America
SCCS168	SCCS826	31.0	Average Female Contribution to Subsistence	Gender, Data Quality	Chachi	1.0	-79.0	South America
SCCS169	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Shuar	-3.0	-78.0	South America
SCCS169	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Shuar	-3.0	-78.0	South America
SCCS169	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Shuar	-3.0	-78.0	South America
SCCS169	SCCS69	3.0	Marital Residence	Settlement, Community	Shuar	-3.0	-78.0	South America
SCCS169	SCCS826	50.0	Average Female Contribution to Subsistence	Gender, Data Quality	Shuar	-3.0	-78.0	South America
SCCS17	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Igbo	5.5	7.33	Africa
SCCS17	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Igbo	5.5	7.33	Africa
SCCS17	SCCS64	7.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Igbo	5.5	7.33	Africa
SCCS17	SCCS69	3.0	Marital Residence	Settlement, Community	Igbo	5.5	7.33	Africa
SCCS17	SCCS826	48.0	Average Female Contribution to Subsistence	Gender, Data Quality	Igbo	5.5	7.33	Africa
SCCS170	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Amahuaca	-10.33	-72.25	South America
SCCS170	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Amahuaca	-10.33	-72.25	South America
SCCS170	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Amahuaca	-10.33	-72.25	South America
SCCS170	SCCS69	3.0	Marital Residence	Settlement, Community	Amahuaca	-10.33	-72.25	South America
SCCS170	SCCS826	32.0	Average Female Contribution to Subsistence	Gender, Data Quality	Amahuaca	-10.33	-72.25	South America
SCCS171	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Inca	-13.5	-72.0	South America
SCCS171	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Inca	-13.5	-72.0	South America
SCCS171	SCCS64	4.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Inca	-13.5	-72.0	South America
SCCS171	SCCS69	3.0	Marital Residence	Settlement, Community	Inca	-13.5	-72.0	South America
SCCS171	SCCS826	36.0	Average Female Contribution to Subsistence	Gender, Data Quality	Inca	-13.5	-72.0	South America
SCCS172	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Aymara	-16.0	-65.75	South America
SCCS172	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Aymara	-16.0	-65.75	South America
SCCS172	SCCS64	6.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Aymara	-16.0	-65.75	South America
SCCS172	SCCS69	3.0	Marital Residence	Settlement, Community	Aymara	-16.0	-65.75	South America
SCCS172	SCCS826	38.0	Average Female Contribution to Subsistence	Gender, Data Quality	Aymara	-16.0	-65.75	South America
SCCS173	SCCS3	3.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Sirionó	-14.5	-63.5	South America
SCCS173	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Sirionó	-14.5	-63.5	South America
SCCS173	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Sirionó	-14.5	-63.5	South America
SCCS173	SCCS69	1.0	Marital Residence	Settlement, Community	Sirionó	-14.5	-63.5	South America
SCCS173	SCCS826	21.0	Average Female Contribution to Subsistence	Gender, Data Quality	Sirionó	-14.5	-63.5	South America
SCCS174	SCCS3	4.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Nambikwara	-13.0	-58.75	South America
SCCS174	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Nambikwara	-13.0	-58.75	South America
SCCS174	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Nambikwara	-13.0	-58.75	South America
SCCS174	SCCS69	3.0	Marital Residence	Settlement, Community	Nambikwara	-13.0	-58.75	South America
SCCS174	SCCS826	25.0	Average Female Contribution to Subsistence	Gender, Data Quality	Nambikwara	-13.0	-58.75	South America
SCCS175	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Trumai	-11.83	-53.67	South America
SCCS175	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Trumai	-11.83	-53.67	South America
SCCS175	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Trumai	-11.83	-53.67	South America
SCCS175	SCCS69	3.0	Marital Residence	Settlement, Community	Trumai	-11.83	-53.67	South America
SCCS175	SCCS826	33.0	Average Female Contribution to Subsistence	Gender, Data Quality	Trumai	-11.83	-53.67	South America
SCCS176	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Canela	-6.5	-46.0	South America
SCCS176	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Canela	-6.5	-46.0	South America
SCCS176	SCCS64	3.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Canela	-6.5	-46.0	South America
SCCS176	SCCS69	1.0	Marital Residence	Settlement, Community	Canela	-6.5	-46.0	South America
SCCS176	SCCS826	34.0	Average Female Contribution to Subsistence	Gender, Data Quality	Canela	-6.5	-46.0	South America
SCCS177	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Tupinambá	-22.79	-44.5	South America
SCCS177	SCCS588	1.0	Community-wide Exclusively Female Work Groups	Gender	Tupinambá	-22.79	-44.5	South America
SCCS177	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Tupinambá	-22.79	-44.5	South America
SCCS177	SCCS69	1.0	Marital Residence	Settlement, Community	Tupinambá	-22.79	-44.5	South America
SCCS177	SCCS826	30.0	Average Female Contribution to Subsistence	Gender, Data Quality	Tupinambá	-22.79	-44.5	South America
SCCS178	SCCS3	1.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Aimoré	-19.0	-42.5	South America
SCCS178	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Aimoré	-19.0	-42.5	South America
SCCS178	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Aimoré	-19.0	-42.5	South America
SCCS178	SCCS69		Marital Residence	Settlement, Community	Aimoré	-19.0	-42.5	South America
SCCS178	SCCS826	4.0	Average Female Contribution to Subsistence	Gender, Data Quality	Aimoré	-19.0	-42.5	South America
SCCS179	SCCS3	3.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Shavante	-13.5	-51.5	South America
SCCS179	SCCS588	2.0	Community-wide Exclusively Female Work Groups	Gender	Shavante	-13.5	-51.5	South America
SCCS179	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Shavante	-13.5	-51.5	South America
SCCS179	SCCS69	1.0	Marital Residence	Settlement, Community	Shavante	-13.5	-51.5	South America
SCCS179	SCCS826	32.0	Average Female Contribution to Subsistence	Gender, Data Quality	Shavante	-13.5	-51.5	South America
SCCS18	SCCS3	5.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Fon	7.2	1.91	Africa
SCCS18	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Fon	7.2	1.91	Africa
SCCS18	SCCS64	5.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Fon	7.2	1.91	Africa
SCCS18	SCCS69	3.0	Marital Residence	Settlement, Community	Fon	7.2	1.91	Africa
SCCS18	SCCS826	38.0	Average Female Contribution to Subsistence	Gender, Data Quality	Fon	7.2	1.91	Africa
SCCS180	SCCS3	1.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Aweikoma	-28.0	-50.0	South America
SCCS180	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Aweikoma	-28.0	-50.0	South America
SCCS180	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Aweikoma	-28.0	-50.0	South America
SCCS180	SCCS69	4.0	Marital Residence	Settlement, Community	Aweikoma	-28.0	-50.0	South America
SCCS180	SCCS826	17.0	Average Female Contribution to Subsistence	Gender, Data Quality	Aweikoma	-28.0	-50.0	South America
SCCS181	SCCS3	4.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Cayua	-23.5	-55.0	South America
SCCS181	SCCS588	2.0	Community-wide Exclusively Female Work Groups	Gender	Cayua	-23.5	-55.0	South America
SCCS181	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Cayua	-23.5	-55.0	South America
SCCS181	SCCS69	3.0	Marital Residence	Settlement, Community	Cayua	-23.5	-55.0	South America
SCCS181	SCCS826	29.0	Average Female Contribution to Subsistence	Gender, Data Quality	Cayua	-23.5	-55.0	South America
SCCS182	SCCS3	4.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Lengua	-23.0	-58.5	South America
SCCS182	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Lengua	-23.0	-58.5	South America
SCCS182	SCCS64	1.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Lengua	-23.0	-58.5	South America
SCCS182	SCCS69	1.0	Marital Residence	Settlement, Community	Lengua	-23.0	-58.5	South America
SCCS182	SCCS826	9.0	Average Female Contribution to Subsistence	Gender, Data Quality	Lengua	-23.0	-58.5	South America
SCCS183	SCCS3	1.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Abipón	-28.0	-59.5	South America
SCCS183	SCCS588	2.0	Community-wide Exclusively Female Work Groups	Gender	Abipón	-28.0	-59.5	South America
SCCS183	SCCS64	2.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Abipón	-28.0	-59.5	South America
SCCS183	SCCS69	5.0	Marital Residence	Settlement, Community	Abipón	-28.0	-59.5	South America
SCCS183	SCCS826	25.0	Average Female Contribution to Subsistence	Gender, Data Quality	Abipón	-28.0	-59.5	South America
SCCS184	SCCS3	6.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Mapuche	-38.5	-72.58	South America
SCCS184	SCCS588		Community-wide Exclusively Female Work Groups	Gender	Mapuche	-38.5	-72.58	South America
SCCS184	SCCS64	5.0	Population Density (from Murdock and Wilson Data)	Settlement, Community	Mapuche	-38.5	-72.58	South America
SCCS184	SCCS69	3.0	Marital Residence	Settlement, Community	Mapuche	-38.5	-72.58	South America
SCCS184	SCCS826	21.0	Average Female Contribution to Subsistence	Gender, Data Quality	Mapuche	-38.5	-72.58	South America
SCCS185	SCCS3	1.0	Agriculture - Contribution to Local Food Supply	Subsistence, Economy	Tehuelche	-40.5	-68.0	South America
